OPTIONS	20	
VEHICULES	996	
		
RATIO	POIDS	NOM
2 3	10	HPRC1
1 10	10	HPRC2
2 3	10	HPRC3
1 4	10	HPRC4
1 3	10	HPRC5
2 3	10	HPRC6
1 28	1	LPRC1
1 18	1	LPRC2
1 9	1	LPRC3
1 6	1	LPRC4
1 20	1	LPRC5
1 2	1	LPRC6
1 3	1	LPRC7
5 8	1	LPRC8
1 20	1	LPRC9
1 3	1	LPRC10
2 3	1	LPRC11
1 7	1	LPRC12
1 76	1	LPRC13
17 30	1	LPRC14

VEHICULE	HPRC1	HPRC2	HPRC3	HPRC4	HPRC5	HPRC6	LPRC1	LPRC2	LPRC3	LPRC4	LPRC5	LPRC6	LPRC7	LPRC8	LPRC9	LPRC10	LPRC11	LPRC12	LPRC13	LPRC14
638	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
639	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
640	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
641	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
642	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
643	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
644	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
645	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
646	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0
647	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
649	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
650	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
651	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
652	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
653	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
654	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
655	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
658	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
659	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
660	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
661	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
662	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
663	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
664	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
665	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0
666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
667	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0
668	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
669	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
670	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
671	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
674	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
675	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
676	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
677	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
678	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
679	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
680	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
681	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
682	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
683	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
684	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
685	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
686	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
687	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
688	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
689	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
690	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
691	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
692	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
693	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
694	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
695	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
696	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
697	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
698	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
701	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0
702	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
703	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
704	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
705	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
706	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
707	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
708	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
709	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
710	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
711	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
712	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
713	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
714	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
715	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
716	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
717	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
718	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
719	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
722	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
723	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
724	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
725	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
726	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
727	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
728	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
729	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
730	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
731	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
732	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
733	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
734	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
735	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0
736	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
737	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
738	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
739	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
740	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
741	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
746	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
747	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
748	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
749	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
750	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
751	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
752	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
753	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
754	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
755	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
756	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
757	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
759	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
760	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
761	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
762	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
763	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
764	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0
765	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
766	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
767	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
768	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
769	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
770	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
771	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
772	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
773	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
775	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
776	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
777	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
778	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
779	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
780	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
781	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
782	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
783	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
785	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
786	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
788	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
789	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
791	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
792	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
793	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
794	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
795	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
796	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
797	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
798	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
799	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
800	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0
801	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
802	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
803	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
804	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
805	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
806	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
807	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
808	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1
809	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
810	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
811	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
812	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
813	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
814	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
815	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
816	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
817	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
818	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
819	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
820	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
821	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
822	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0
823	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
824	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
825	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
826	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
827	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
828	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
829	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
830	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
831	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
832	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
833	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
834	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0
835	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
836	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
837	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
838	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
839	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
840	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
842	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0
843	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
844	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
845	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
846	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
847	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
848	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
849	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
850	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
851	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
852	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
853	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
854	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
855	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
856	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
857	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
858	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
859	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
860	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
862	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
863	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
864	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
865	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
866	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
867	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
868	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
869	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
870	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
871	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
872	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0
873	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
874	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
875	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
877	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
878	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
879	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
880	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
881	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
882	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
883	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
884	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
885	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
886	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
887	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0
888	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
889	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
890	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
891	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
892	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
893	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
894	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
895	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
896	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
897	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
898	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
899	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
900	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
901	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
902	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
903	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
904	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
905	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
906	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
907	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
908	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
909	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
910	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
911	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
912	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
913	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
914	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
915	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
916	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
917	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
918	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
919	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
920	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0
921	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
922	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0
923	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
924	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
925	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
926	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
927	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
928	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
929	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
930	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
931	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
932	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
933	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
934	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
935	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
936	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
937	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
938	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
939	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
940	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
941	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
942	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
943	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
944	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
945	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0
946	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
947	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
948	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
949	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
950	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
951	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
952	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
953	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
954	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
955	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
956	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
957	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
959	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
960	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
